Year,Player,Pos,TRB,AST,PTS,PPG,RPG,APG,
2010,Rudy Gay,SF,472,153,1567,20,6,2,
2010,Alonzo Gee,SG,33,7,81,7,3,1,
2010,Devean George,SF,114,32,242,5,3,1,
2010,Daniel Gibson,PG,73,70,355,6,1,1,
2010,Taj Gibson,PF,611,70,735,9,7,1,
2010,J.R. Giddens,SF,51,13,69,2,2,0,
2010,J.R. Giddens,SF,20,6,24,1,1,0,
2010,J.R. Giddens,SF,31,7,45,4,3,1,
2010,Trey Gilder,SF,1,0,2,1,1,0,
2010,Manu Ginobili,SG,284,370,1237,16,4,5,
2010,Ryan Gomes,SF,348,124,832,11,5,2,
2010,Drew Gooden,C-PF,542,47,763,11,8,1,
2010,Drew Gooden,C,316,26,408,9,7,1,
2010,Drew Gooden,PF,226,21,355,15,9,1,
2010,Ben Gordon,SG,119,166,855,14,2,3,
2010,Eric Gordon,SG,160,186,1045,17,3,3,
2010,Marcin Gortat,C,341,17,293,4,4,0,
2010,Joey Graham,SF,123,22,266,4,2,0,
2010,Stephen Graham,SG,135,23,296,4,2,0,
2010,Danny Granger,SF,342,171,1497,24,6,3,
2010,Aaron Gray,C,106,22,104,3,3,1,
2010,Aaron Gray,C,16,2,18,2,2,0,
2010,Aaron Gray,C,90,20,86,4,4,1,
2010,Danny Green,SG,17,5,40,2,1,0,
2010,Jeff Green,PF,490,134,1239,15,6,2,
2010,Willie Green,SG,129,152,638,9,2,2,
2010,Donte Greene,SF,234,71,647,9,3,1,
2010,Taylor Griffin,SF,2,1,10,1,0,0,
2010,Hamed Haddadi,C,75,10,62,2,2,0,
2010,Malik Hairston,SG,49,16,99,2,1,0,
2010,Marcus Haislip,SF,10,0,25,3,1,0,
2010,Richard Hamilton,SG,122,202,831,18,3,4,
2010,Tyler Hansbrough,PF,138,28,246,8,5,1,
2010,James Harden,SG,244,137,753,10,3,2,
2010,Al Harrington,PF,405,110,1276,18,6,2,
2010,Devin Harris,PG,203,423,1080,17,3,7,
2010,Mike Harris,PF,24,3,29,2,2,0,
2010,Mike Harris,PF,20,3,25,3,3,0,
2010,Mike Harris,PF,4,0,4,1,1,0,
2010,Jason Hart,PG,2,6,2,0,0,1,
2010,Jason Hart,PG,0,1,0,0,0,1,
2010,Jason Hart,PG,2,5,2,1,1,1,
2010,Udonis Haslem,PF,629,52,771,10,8,1,
2010,Trenton Hassell,SF,152,50,232,4,3,1,
2010,Spencer Hawes,C,436,158,723,10,6,2,
2010,Chuck Hayes,C,465,139,358,4,6,2,
2010,Jarvis Hayes,SF,108,40,350,8,2,1,
2010,Brendan Haywood,C,715,43,704,9,9,1,
2010,Brendan Haywood,C,507,18,478,10,10,0,
2010,Brendan Haywood,C,208,25,226,8,7,1,
2010,Luther Head,SG,80,72,357,8,2,2,
2010,Gerald Henderson,SG,55,13,113,3,1,0,
2010,Roy Hibbert,C,464,158,946,12,6,2,
2010,J.J. Hickson,PF,400,40,689,9,5,0,
2010,Nene Hilario,C,627,203,1135,14,8,2,
2010,George Hill,PG,205,226,964,12,3,3,
2010,Grant Hill,SF,445,193,912,11,5,2,
2010,Jordan Hill,PF,175,20,244,5,4,0,
2010,Jordan Hill,PF,61,7,97,4,3,0,
2010,Jordan Hill,PF,114,13,147,6,5,1,
2010,Kirk Hinrich,SG,260,330,805,11,4,4,
2010,Jrue Holiday,PG,191,280,587,8,3,4,
2010,Ryan Hollins,C,207,51,447,6,3,1,
2010,Al Horford,C,799,189,1148,14,10,2,
2010,Eddie House,PG-SG,109,85,473,7,2,1,
2010,Eddie House,PG,69,48,358,7,1,1,
2010,Eddie House,SG,40,37,115,6,2,2,
2010,Dwight Howard,C,1082,144,1503,18,13,2,
2010,Josh Howard,SF,125,48,446,13,4,1,
2010,Josh Howard,SF,112,44,388,13,4,1,
2010,Josh Howard,SF,13,4,58,15,3,1,
2010,Juwan Howard,C,335,61,437,6,5,1,
2010,Lester Hudson,PG,18,13,58,2,1,1,
2010,Lester Hudson,PG,8,8,22,1,1,1,
2010,Lester Hudson,PG,10,5,36,4,1,1,
2010,Larry Hughes,SG,142,137,411,9,3,3,
2010,Larry Hughes,SG,110,109,297,10,4,4,
2010,Larry Hughes,SG,32,28,114,8,2,2,
2010,Kris Humphries,PF,378,32,487,7,5,0,
2010,Kris Humphries,PF,95,7,131,5,4,0,
2010,Kris Humphries,PF,283,25,356,8,6,1,
2010,Chris Hunter,C,167,37,270,5,3,1,
2010,Lindsey Hunter,PG,14,9,13,1,1,1,
2010,Othello Hunter,SF,12,0,11,2,2,0,
2010,Steven Hunter,C,42,0,53,3,2,0,
2010,Serge Ibaka,PF,397,10,461,6,5,0,
2010,Andre Iguodala,SF,529,472,1401,17,6,6,
2010,Zydrunas Ilgauskas,C,345,48,474,7,5,1,
2010,Didier Ilunga-Mbenga,C,87,8,105,2,2,0,
2010,Ersan Ilyasova,PF,517,84,840,10,6,1,
2010,Allen Iverson*,SG-PG,79,113,385,14,3,4,
2010,Allen Iverson*,PG,4,11,37,12,1,4,
2010,Allen Iverson*,SG,75,102,348,14,3,4,
2010,Royal Ivey,SG,34,27,93,2,1,1,
2010,Royal Ivey,SG,26,17,70,3,1,1,
2010,Royal Ivey,SG,8,10,23,1,0,1,
2010,Jarrett Jack,PG,222,413,931,11,3,5,
2010,Cedric Jackson,PG,8,14,20,2,1,1,
2010,Cedric Jackson,PG,1,2,1,0,0,0,
2010,Cedric Jackson,PG,4,6,7,2,1,2,
2010,Cedric Jackson,PG,3,6,12,3,1,2,
2010,Darnell Jackson,PF,22,4,23,1,1,0,
2010,Darnell Jackson,PF,20,4,21,1,1,0,
2010,Darnell Jackson,PF,2,0,2,2,2,0,
2010,Stephen Jackson,SG-PF,401,300,1667,21,5,4,
2010,Stephen Jackson,PF,35,42,149,17,4,5,
2010,Stephen Jackson,SG,366,258,1518,21,5,4,
2010,LeBron James,SF,554,651,2258,30,7,9,
2010,Mike James,PG,3,5,18,5,1,1,
2010,Antawn Jamison,PF,555,84,1235,19,8,1,
2010,Antawn Jamison,PF,362,52,840,20,9,1,
2010,Antawn Jamison,PF,193,32,395,16,8,1,
2010,Nathan Jawai,C,104,24,124,3,3,1,
2010,Othyus Jeffers,SG,19,1,37,3,1,0,
2010,Al Jefferson,C,703,137,1301,17,9,2,
2010,Richard Jefferson,SF,356,158,994,12,4,2,
2010,Jared Jeffries,PF-SF,288,101,372,5,4,1,
2010,Jared Jeffries,PF,223,83,284,5,4,2,
2010,Jared Jeffries,SF,65,18,88,5,4,1,
2010,Brandon Jennings,PG,282,470,1270,15,3,6,
2010,Jonas Jerebko,PF,478,58,741,9,6,1,
2010,Yi Jianlian,PF,372,47,623,12,7,1,
2010,Amir Johnson,PF,395,48,511,6,5,1,
2010,Anthony Johnson,PG,48,63,130,4,2,2,
2010,James Johnson,PF,128,48,256,4,2,1,
2010,Joe Johnson,SG,353,369,1619,21,5,5,
2010,Dahntay Jones,SF,229,150,776,10,3,2,
2010,Dwayne Jones,PF,2,0,0,0,1,0,
2010,James Jones,SF,45,17,146,4,1,0,
2010,Solomon Jones,C,144,32,207,4,3,1,
2010,DeAndre Jordan,C,352,21,336,5,5,0,
2010,Chris Kaman,C,704,120,1408,19,9,2,
2010,Jason Kapono,SF,66,39,324,6,1,1,
2010,Coby Karl,SF-SG,18,15,28,4,3,2,
2010,Coby Karl,SG,2,0,0,0,1,0,
2010,Coby Karl,SF,16,15,28,7,4,4,
2010,Jason Kidd,PG,445,724,824,10,6,9,
2010,Andrei Kirilenko,SF,264,158,688,12,5,3,
2010,Kyle Korver,SG,111,89,374,7,2,2,
2010,Kosta Koufos,C,45,6,53,1,1,0,
2010,Nenad Krstic,C,383,52,639,8,5,1,
2010,Oliver Lafayette,SG,4,2,7,7,4,2,
2010,Carl Landry,PF,468,66,1343,17,6,1,
2010,Carl Landry,PF,286,40,839,16,6,1,
2010,Carl Landry,PF,182,26,504,18,7,1,
2010,Marcus Landry,SF,19,0,44,2,1,0,
2010,Marcus Landry,SF,19,0,44,3,1,0,
2010,Marcus Landry,SF,0,0,0,0,0,0,
2010,Acie Law,PG,17,26,113,4,1,1,
2010,Acie Law,PG,2,7,31,6,0,1,
2010,Acie Law,PG,1,3,16,2,0,0,
2010,Acie Law,PG,14,16,66,6,1,1,
2010,Ty Lawson,PG,124,203,542,8,2,3,
2010,Courtney Lee,SG,252,121,885,12,4,2,
2010,David Lee,C,949,295,1640,20,12,4,
2010,Rashard Lewis,PF,318,107,1013,14,4,1,
2010,Shaun Livingston,PG,78,130,250,7,2,4,
2010,Shaun Livingston,PG,20,14,10,1,2,1,
2010,Shaun Livingston,PG,58,116,240,9,2,4,
2010,Brook Lopez,C,709,187,1542,19,9,2,
2010,Robin Lopez,C,248,7,430,8,5,0,
2010,Kevin Love,PF,658,136,842,14,11,2,
2010,Kyle Lowry,PG,247,305,620,9,4,4,
2010,Corey Maggette,PF,373,172,1387,20,5,2,
2010,Jamaal Magloire,C,121,1,77,2,3,0,
2010,Ian Mahinmi,C,52,2,101,4,2,0,
2010,Shawn Marion,SF,477,107,898,12,6,1,
2010,Sean Marks,C,23,2,10,1,2,0,
2010,Cartier Martin,SF,68,16,141,8,4,1,
2010,Cartier Martin,SF,47,9,90,9,5,1,
2010,Cartier Martin,SF,21,7,51,6,3,1,
2010,Kenyon Martin,PF,546,109,667,12,9,2,
2010,Kevin Martin,SG,164,111,946,21,4,2,
2010,Kevin Martin,SG,94,57,436,20,4,3,
2010,Kevin Martin,SG,70,54,510,21,3,2,
2010,Desmond Mason,SF,13,2,13,3,3,0,
2010,Roger Mason,SG,162,137,501,6,2,2,
2010,Wesley Matthews,SG,191,124,769,9,2,2,
2010,Jason Maxiell,C,401,39,513,7,5,1,
2010,Sean May,C,70,17,123,3,2,0,
2010,Eric Maynor,PG,129,266,382,5,2,3,
2010,Eric Maynor,PG,38,81,134,5,1,3,
2010,Eric Maynor,PG,91,185,248,5,2,3,
2010,O.J. Mayo,SG,311,242,1432,17,4,3,
2010,Luc Mbah,PF,400,81,453,6,5,1,
2010,Antonio McDyess,PF,455,83,446,6,6,1,
2010,JaVale McGee,C,243,14,386,6,4,0,
2010,Tracy McGrady,SG,94,99,245,8,3,3,
2010,Tracy McGrady,SG,5,6,19,3,1,1,
2010,Tracy McGrady,SG,89,93,226,9,4,4,
2010,Dominic McGuire,SF,79,11,38,1,2,0,
2010,Dominic McGuire,SF,61,8,30,1,1,0,
2010,Dominic McGuire,SF,18,3,8,1,2,0,
2010,Josh McRoberts,C,127,44,179,4,3,1,
2010,Jodie Meeks,SG,99,39,281,5,2,1,
2010,Jodie Meeks,SG,72,22,169,4,2,1,
2010,Jodie Meeks,SG,27,17,112,6,1,1,
2010,Pops Mensah-Bonsu,PF,35,3,39,2,2,0,
2010,Pops Mensah-Bonsu,PF,4,1,5,1,1,0,
2010,Pops Mensah-Bonsu,PF,31,2,34,2,2,0,
2010,C.J. Miles,SF,168,105,622,10,3,2,
2010,Darko Milicic,C,151,47,215,7,5,1,
2010,Darko Milicic,C,18,4,16,2,2,1,
2010,Darko Milicic,C,133,43,199,8,6,2,
2010,Andre Miller,PG,266,445,1146,14,3,5,
2010,Brad Miller,C,399,154,719,9,5,2,
2010,Mike Miller,SG,336,212,586,11,6,4,
2010,Patty Mills,PG,2,5,26,3,0,1,
2010,Paul Millsap,PF,559,131,954,12,7,2,
2010,Nazr Mohammed,C,304,28,459,8,5,0,
2010,Jamario Moon,SF,191,49,296,5,3,1,
2010,Mikki Moore,C,69,36,115,5,3,2,
2010,Randolph Morris,PF,38,2,62,2,1,0,
2010,Adam Morrison,SF,32,18,74,2,1,1,
2010,Anthony Morrow,SG,259,104,899,13,4,2,
2010,Byron Mullens,PF,10,1,14,1,1,0,
2010,Troy Murphy,PF,737,150,1050,15,10,2,
2010,Ronald Murray,SG,183,135,746,10,2,2,
2010,Ronald Murray,SG,98,84,454,10,2,2,
2010,Ronald Murray,SG,85,51,292,10,3,2,
2010,Eduardo Najera,PF,115,29,157,3,3,1,
2010,Eduardo Najera,PF,38,15,49,4,3,1,
2010,Eduardo Najera,PF,77,14,108,3,2,0,
2010,Steve Nash,PG,268,892,1333,16,3,11,
2010,Jameer Nelson,PG,194,353,818,13,3,5,
2010,Rasho Nesterovic,C,89,25,163,4,2,1,
2010,Joakim Noah,C,704,132,687,11,11,2,
2010,Andres Nocioni,SF,222,75,635,8,3,1,
2010,Steve Novak,SF,33,6,113,2,1,0,
2010,Dirk Nowitzki,PF,620,218,2027,25,8,3,
2010,Patrick O'Bryant,C,11,1,19,2,1,0,
2010,Jermaine O'Neal,C,486,92,950,14,7,1,
2010,Shaquille O'Neal*,C,355,80,636,12,7,2,
2010,Fabricio Oberto,C,105,51,83,1,2,1,
2010,Greg Oden,C,178,19,233,11,8,1,
2010,Lamar Odom,PF,802,267,882,11,10,3,
2010,Emeka Okafor,C,742,55,850,10,9,1,
2010,Mehmet Okur,C,515,119,988,14,7,2,
2010,Kevin Ollie,PG,25,20,44,2,1,1,
2010,Travis Outlaw,SF,121,34,309,9,4,1,
2010,Travis Outlaw,SF,38,8,109,10,3,1,
2010,Travis Outlaw,SF,83,26,200,9,4,1,
2010,Zaza Pachulia,C,293,42,333,4,4,1,
2010,Jannero Pargo,PG,78,89,344,5,1,1,
2010,Anthony Parker,SG,231,157,595,7,3,2,
2010,Tony Parker,PG,135,317,894,16,2,6,
2010,Chris Paul,PG,191,480,841,19,4,11,
2010,Sasha Pavlovic,SF,117,58,263,4,2,1,
2010,Oleksiy Pecherov,C,124,11,197,4,3,0,
2010,Kendrick Perkins,C,595,80,791,10,8,1,
2010,Morris Peterson,SG,126,41,327,7,3,1,
2010,Johan Petro,C,129,14,122,3,4,0,
2010,Paul Pierce,SF,310,218,1296,18,4,3,
2010,Mickael Pietrus,SF,215,49,651,9,3,1,
2010,James Posey,SF,329,117,399,5,4,2,
2010,Leon Powe,SF,61,0,79,4,3,0,
2010,Josh Powell,PF,116,35,169,3,2,1,
2010,A.J. Price,PG,88,106,410,7,2,2,
2010,Ronnie Price,PG,74,123,255,4,1,2,
2010,Tayshaun Prince,SF,248,161,661,13,5,3,
2010,Joel Przybilla,C,238,8,123,4,8,0,
2010,Chris Quinn,PG,16,29,56,2,1,1,
2010,Vladimir Radmanovic,PF,178,45,256,6,4,1,
2010,Vladimir Radmanovic,PF,29,7,39,5,4,1,
2010,Vladimir Radmanovic,PF,149,38,217,7,5,1,
2010,Anthony Randolph,C,215,42,384,12,7,1,
2010,Shavlik Randolph,PF,14,1,14,2,2,0,
2010,Shavlik Randolph,PF,13,0,10,3,4,0,
2010,Shavlik Randolph,PF,1,1,4,1,0,0,
2010,Zach Randolph,PF,950,149,1681,21,12,2,
2010,Theo Ratliff,C,157,25,178,4,3,1,
2010,Theo Ratliff,C,40,9,34,2,2,0,
2010,Theo Ratliff,C,117,16,144,5,4,1,
2010,Michael Redd,SG,54,39,215,12,3,2,
2010,J.J. Redick,SG,155,158,788,10,2,2,
2010,Chris Richard,PF,59,7,37,2,3,0,
2010,Jason Richardson,SG,404,143,1239,16,5,2,
2010,Quentin Richardson,SF,374,93,678,9,5,1,
2010,Luke Ridnour,PG,143,324,852,10,2,4,
2010,Nate Robinson,PG,110,163,567,10,2,3,
2010,Nate Robinson,PG,72,112,397,13,2,4,
2010,Nate Robinson,PG,38,51,170,7,1,2,
2010,Sergio Rodriguez,PG,89,212,434,7,1,3,
2010,Sergio Rodriguez,PG,50,121,234,6,1,3,
2010,Sergio Rodriguez,PG,39,91,200,7,1,3,
2010,Rajon Rondo,PG,360,794,1110,14,4,10,
2010,Derrick Rose,PG,293,469,1619,21,4,6,
2010,Quinton Ross,SF-SG,49,12,92,2,1,0,
2010,Quinton Ross,SF,27,7,54,2,1,0,
2010,Quinton Ross,SG,22,5,38,2,1,0,
2010,Brandon Roy,SG,285,305,1398,22,4,5,
2010,Brandon Rush,SG,346,112,774,9,4,1,
2010,Kareem Rush,SG,6,4,9,1,1,1,
2010,John Salmons,SG,270,223,1245,15,3,3,
2010,John Salmons,SG,174,125,649,13,3,2,
2010,John Salmons,SG,96,98,596,20,3,3,
2010,Brian Scalabrine,PF,48,27,78,2,1,1,
2010,Luis Scola,PF,705,169,1329,16,9,2,
2010,Thabo Sefolosha,SG,387,145,489,6,5,2,
2010,Ramon Sessions,PG,214,258,674,8,3,3,
2010,Bobby Simmons,PF,63,15,122,5,3,1,
2010,James Singleton,PF-SF,276,31,254,4,5,1,
2010,James Singleton,SF,55,9,59,2,2,0,
2010,James Singleton,PF,221,22,195,6,7,1,
2010,Brian Skinner,PF,27,0,26,2,2,0,
2010,Craig Smith,PF,287,84,585,8,4,1,
2010,J.R. Smith,SG,234,183,1156,15,3,2,
2010,Jason Smith,PF,135,33,189,3,2,1,
2010,Joe Smith,PF,157,21,194,3,2,0,
2010,Josh Smith,PF,705,342,1269,16,9,4,
2010,Darius Songaila,C,232,70,543,7,3,1,
2010,Marreese Speights,C,252,36,532,9,4,1,
2010,Jerry Stackhouse,SG,100,70,358,9,2,2,
2010,DeShawn Stevenson,SG,91,56,136,2,1,1,
2010,DeShawn Stevenson,SG,65,44,87,2,2,1,
2010,DeShawn Stevenson,SG,26,12,49,2,1,1,
2010,Peja Stojakovic,SF,227,92,784,13,4,1,
2010,Amar'e Stoudemire,PF,732,82,1896,23,9,1,
2010,Rodney Stuckey,PG,281,348,1215,17,4,5,
2010,DaJuan Summers,SF,45,16,134,3,1,0,
2010,Jermaine Taylor,SG,46,16,128,4,1,1,
2010,Jeff Teague,PG,67,122,228,3,1,2,
2010,Sebastian Telfair,PG,45,126,208,5,1,3,
2010,Sebastian Telfair,PG,41,114,169,4,1,3,
2010,Sebastian Telfair,PG,4,12,39,10,1,3,
2010,Garrett Temple,SG,31,21,136,5,1,1,
2010,Garrett Temple,SG,14,7,45,5,2,1,
2010,Garrett Temple,SG,3,2,11,2,1,0,
2010,Garrett Temple,SG,14,12,80,6,1,1,
2010,Jason Terry,SG,140,292,1280,17,2,4,
2010,Hasheem Thabeet,C,243,11,208,3,4,0,
2010,Etan Thomas,C,64,1,75,3,3,0,
2010,Kenny Thomas,PF,86,15,41,2,3,1,
2010,Kurt Thomas,C,291,47,210,3,4,1,
2010,Tim Thomas,SF,41,14,135,8,2,1,
2010,Tyrus Thomas,PF-C,335,56,508,9,6,1,
2010,Tyrus Thomas,PF,183,33,256,9,6,1,
2010,Tyrus Thomas,C,152,23,252,10,6,1,
2010,Jason Thompson,C,637,124,939,13,8,2,
2010,Al Thornton,SF,294,90,804,11,4,1,
2010,Al Thornton,SF,192,61,548,11,4,1,
2010,Al Thornton,SF,102,29,256,11,4,1,
2010,Marcus Thornton,SG,211,114,1057,14,3,2,
2010,Jamaal Tinsley,PG,66,108,133,4,2,3,
2010,Anthony Tolliver,PF,320,87,539,12,7,2,
2010,Anthony Tolliver,PF,1,0,0,0,1,0,
2010,Anthony Tolliver,PF,319,87,539,12,7,2,
2010,Alando Tucker,SF,10,4,51,3,1,0,
2010,Alando Tucker,SF,7,3,43,4,1,0,
2010,Alando Tucker,SF,3,1,8,2,1,0,
2010,Ronny Turiaf,C,191,90,207,5,5,2,
2010,Hedo Turkoglu,SF,343,304,835,11,5,4,
2010,Ime Udoka,SG,191,58,250,4,3,1,
2010,Beno Udrih,PG,219,372,1023,13,3,5,
2010,Roko Ukic,PG,3,12,40,3,0,1,
2010,Anderson Varejao,PF,578,87,651,9,8,1,
2010,Charlie Villanueva,PF,365,53,931,12,5,1,
2010,Sasha Vujacic,SG,79,41,185,3,1,1,
2010,Dwyane Wade,SG,373,501,2045,27,5,7,
2010,Henry Walker,SG-SF,88,40,329,9,3,1,
2010,Henry Walker,SF,5,3,8,1,1,0,
2010,Henry Walker,SG,83,37,321,12,3,1,
2010,Ben Wallace,C,597,105,381,6,9,2,
2010,Gerald Wallace,SF,762,161,1386,18,10,2,
2010,Rasheed Wallace,C,325,80,710,9,4,1,
2010,Luke Walton,SF,38,40,69,2,1,1,
2010,Hakim Warrick,PF,314,52,733,10,4,1,
2010,Hakim Warrick,PF,212,35,490,10,4,1,
2010,Hakim Warrick,PF,102,17,243,9,4,1,
2010,C.J. Watson,PG,169,180,667,10,3,3,
2010,Earl Watson,PG,240,399,619,8,3,5,
2010,Kyle Weaver,SG,18,11,36,3,2,1,
2010,Martell Webster,SF,268,62,768,9,3,1,
2010,Sonny Weems,SG,192,101,518,8,3,1,
2010,David West,PF,605,239,1541,19,7,3,
2010,Delonte West,SG,169,196,528,9,3,3,
2010,Mario West,SG,27,9,30,1,1,0,
2010,Russell Westbrook,PG,401,652,1322,16,5,8,
2010,D.J. White,PF,23,4,59,5,2,0,
2010,Chris Wilcox,PF,117,13,152,4,3,0,
2010,Damien Wilkins,SF,249,135,451,6,3,2,
2010,Mike Wilks,PG,4,4,16,4,1,1,
2010,Deron Williams,PG,303,798,1419,19,4,11,
2010,Jason Williams,PG,126,298,493,6,2,4,
2010,Jawad Williams,PG,83,34,224,4,2,1,
2010,Lou Williams,PG,187,268,898,14,3,4,
2010,Marcus Williams,PG,93,161,269,4,2,3,
2010,Marvin Williams,SF,416,93,820,10,5,1,
2010,Mo Williams,PG,206,368,1092,16,3,5,
2010,Reggie Williams,SF,110,66,365,15,5,3,
2010,Sean Williams,PF,46,1,52,3,2,0,
2010,Shelden Williams,PF,146,21,201,4,3,0,
2010,Terrence Williams,SF,348,223,656,8,4,3,
2010,Metta World,SF,331,234,845,11,4,3,
2010,Antoine Wright,SF,190,71,435,6,3,1,
2010,Dorell Wright,SF,235,91,510,7,3,1,
2010,Julian Wright,SF,144,41,259,4,2,1,
2010,Nick Young,SG,102,48,639,9,1,1,
2010,Sam Young,SF,201,52,595,7,3,1,
2010,Thaddeus Young,PF,350,97,926,14,5,1,
,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,
2011,Jeff Adrien,PF,58,10,57,2,3,0,
2011,Arron Afflalo,SG,251,168,867,13,4,2,
2011,Maurice Ager,SG,2,1,15,4,1,0,
2011,Alexis Ajinca,C,78,10,143,4,2,0,
2011,Alexis Ajinca,C,17,2,29,3,2,0,
2011,Alexis Ajinca,C,61,8,114,5,3,0,
2011,Solomon Alabi,C,14,2,6,1,1,0,
2011,Cole Aldrich,C,35,4,18,1,2,0,
2011,LaMarcus Aldridge,PF,709,170,1769,22,9,2,
2011,Malik Allen,PF,32,4,23,1,2,0,
2011,Ray Allen,SG,274,219,1321,17,3,3,
2011,Tony Allen,SG,193,104,643,9,3,1,
2011,Al-Farouq Aminu,SF,267,60,457,6,3,1,
2011,Lou Amundson,PF,185,17,200,4,4,0,
2011,Chris Andersen,C,219,20,250,6,5,0,
2011,David Andersen,PF,84,13,134,3,2,0,
2011,David Andersen,PF,34,7,56,5,3,1,
2011,David Andersen,PF,50,6,78,3,2,0,
2011,James Anderson,SF,23,18,94,4,1,1,
2011,Ryan Anderson,PF,355,52,681,11,6,1,
2011,Carmelo Anthony,SF,563,221,1970,26,7,3,
2011,Carmelo Anthony,SF,382,140,1259,25,8,3,
2011,Carmelo Anthony,SF,181,81,711,26,7,3,
2011,Joel Anthony,C,266,24,153,2,4,0,
2011,Gilbert Arenas,PG,189,274,755,11,3,4,
2011,Gilbert Arenas,PG,70,117,363,17,3,6,
2011,Gilbert Arenas,PG,119,157,392,8,2,3,
2011,Trevor Ariza,SF,408,162,826,11,5,2,
2011,Hilton Armstrong,C,131,14,92,2,2,0,
2011,Hilton Armstrong,C,114,10,77,2,3,0,
2011,Hilton Armstrong,C,17,4,15,1,1,0,
2011,Carlos Arroyo,PG,103,125,310,5,2,2,
2011,Carlos Arroyo,PG,80,100,274,6,2,2,
2011,Carlos Arroyo,PG,23,25,36,2,2,2,
2011,Darrell Arthur,PF,342,53,729,9,4,1,
2011,Omer Asik,C,306,32,229,3,4,0,
2011,D.J. Augustin,PG,225,498,1178,14,3,6,
2011,Luke Babbitt,SF,30,6,36,2,1,0,
2011,Renaldo Balkman,SF,7,2,16,2,1,0,
2011,Renaldo Balkman,SF,4,2,13,3,1,0,
2011,Renaldo Balkman,SF,3,0,3,1,1,0,
2011,Marcus Banks,PG,1,3,6,2,0,1,
2011,Leandro Barbosa,SG,99,119,769,13,2,2,
2011,J.J. Barea,PG,159,317,769,9,2,4,
2011,Andrea Bargnani,C,343,119,1414,21,5,2,
2011,Matt Barnes,SF,228,71,356,7,4,1,
2011,Earl Barron,C,76,11,79,4,4,1,
2011,Earl Barron,C,40,4,36,3,3,0,
2011,Earl Barron,C,22,4,36,5,3,1,
2011,Earl Barron,C,14,3,7,4,7,2,
2011,Brandon Bass,PF,424,57,854,11,6,1,
2011,Tony Battie,C,99,12,100,3,3,0,
2011,Shane Battier,SF,373,185,624,8,5,2,
2011,Shane Battier,SF,281,153,509,9,5,3,
2011,Shane Battier,SF,92,32,115,5,4,1,
2011,Nicolas Batum,SF,361,123,990,12,5,2,
2011,Jerryd Bayless,PG,165,266,651,9,2,4,
2011,Jerryd Bayless,PG,15,28,50,5,1,3,
2011,Jerryd Bayless,PG,150,238,601,10,3,4,
2011,Michael Beasley,SF,409,158,1401,19,6,2,
2011,Rodrigue Beaubois,PG,52,64,236,8,2,2,
2011,Marco Belinelli,SG,151,92,836,10,2,1,
2011,Charlie Bell,SG,18,13,32,2,1,1,
2011,Raja Bell,SG,176,118,541,8,3,2,
2011,Mike Bibby,PG,195,265,688,9,2,3,
2011,Mike Bibby,PG,143,202,526,9,3,4,
2011,Mike Bibby,PG,3,8,2,1,2,4,
2011,Mike Bibby,PG,49,55,160,7,2,3,
2011,Andris Biedrins,C,426,60,294,5,7,1,
2011,Chauncey Billups,PG,190,387,1208,17,3,5,
2011,Chauncey Billups,PG,125,271,840,16,2,5,
2011,Chauncey Billups,PG,65,116,368,18,3,6,
2011,DeJuan Blair,PF,565,77,674,8,7,1,
2011,Steve Blake,PG,156,170,319,4,2,2,
2011,Andray Blatche,PF,526,144,1076,17,8,2,
2011,Eric Bledsoe,PG,223,289,543,7,3,4,
2011,Keith Bogans,SG,148,101,359,4,2,1,
2011,Andrew Bogut,C,720,131,830,13,11,2,
2011,Matt Bonner,PF,239,60,481,7,4,1,
2011,Trevor Booker,PF,251,35,346,5,4,1,
2011,Carlos Boozer,C,565,145,1033,18,10,2,
2011,Chris Bosh,PF,641,144,1438,19,8,2,
2011,Earl Boykins,PG,55,141,408,7,1,2,
2011,Craig Brackins,PF,4,1,8,3,1,0,
2011,Avery Bradley,PG,17,12,52,2,1,0,
2011,Elton Brand,PF,676,120,1217,15,8,1,
2011,Corey Brewer,SF-SG,175,89,552,8,3,1,
2011,Corey Brewer,SF,152,77,483,9,3,1,
2011,Corey Brewer,SG,23,12,69,5,2,1,
2011,Ronnie Brewer,SG,262,140,503,6,3,2,
2011,Jon Brockman,C,184,18,136,2,3,0,
2011,Aaron Brooks,PG,78,233,634,11,1,4,
2011,Aaron Brooks,PG,51,129,394,12,2,4,
2011,Aaron Brooks,PG,27,104,240,10,1,4,
2011,Derrick Brown,SF,99,33,185,4,2,1,
2011,Derrick Brown,SF,84,29,151,4,2,1,
2011,Derrick Brown,SF,15,4,34,4,2,1,
2011,Kwame Brown,C,450,43,524,8,7,1,
2011,Shannon Brown,SG,157,96,712,9,2,1,
2011,Kobe Bryant,SG,419,388,2078,25,5,5,
2011,Chase Budinger,SF,281,127,765,10,4,2,
2011,Caron Butler,SF,118,46,436,15,4,2,
2011,Rasual Butler,SG,77,27,222,5,2,1,
2011,Rasual Butler,SG,76,27,206,5,2,1,
2011,Rasual Butler,SG,1,0,16,3,0,0,
2011,Andrew Bynum,C,508,73,612,11,9,1,
2011,Will Bynum,PG,74,195,482,8,1,3,
2011,Jose Calderon,PG,202,605,669,10,3,9,
